Team,f_3yr_avg,off_f_3yr_avg,def_f_3yr_avg,st_f_3yr_avg,s_p_3yr_avg,fei_3yr_avg,f_yr3,off_f_yr3,def_f_yr3,st_f_yr3,s_p_yr3,fei_yr3,yr4_f
Marshall,-0.119,-0.04333333333333333,-0.056000000000000015,-0.019666666666666666,191.16666666666666,-0.11699999999999999,-0.087,0.069,-0.133,-0.023,198.1,-0.106,0.044000000000000004
Maryland,-0.04966666666666666,-0.05433333333333334,0.010999999999999998,-0.006333333333333334,192.63333333333335,-0.007333333333333331,-0.109,-0.132,0.023,0.0,180.4,-0.079,-0.013999999999999999
Memphis,-0.2803333333333333,-0.16466666666666666,-0.10833333333333332,-0.007000000000000002,159.96666666666667,-0.21999999999999997,-0.157,-0.126,-0.053,0.023,176.6,-0.125,-0.09
Miami,0.08666666666666667,0.07366666666666667,0.0010000000000000009,0.012000000000000002,216.69999999999996,0.08933333333333333,-0.013000000000000001,0.04,-0.075,0.022000000000000002,205.7,0.004,0.10800000000000001
Miami (Ohio),-0.138,-0.055999999999999994,-0.06166666666666667,-0.020666666666666667,190.0666666666667,-0.12566666666666668,-0.17600000000000002,-0.028999999999999998,-0.127,-0.02,181.6,-0.163,-0.365
Michigan,0.16233333333333333,0.13466666666666668,0.034,-0.005999999999999999,232.73333333333335,0.11333333333333333,0.193,0.102,0.086,0.006,237.7,0.133,0.102
Michigan State,0.19766666666666666,0.035333333333333335,0.15033333333333335,0.012000000000000002,238.9333333333333,0.13699999999999998,0.207,-0.006999999999999999,0.20800000000000002,0.006,241.3,0.142,0.321
Middle Tennessee,-0.18866666666666665,-0.09166666666666667,-0.10100000000000002,0.003999999999999999,174.76666666666665,-0.15533333333333332,-0.16,-0.063,-0.127,0.03,185.0,-0.11900000000000001,-0.098
Minnesota,-0.11066666666666665,-0.03733333333333333,-0.06066666666666667,-0.012333333333333333,188.5,-0.08900000000000001,-0.075,-0.064,-0.001,-0.01,191.8,-0.051,0.027999999999999997
Mississippi State,0.050666666666666665,-0.026,0.06333333333333334,0.013333333333333334,212.9333333333333,0.05233333333333334,-0.001,-0.028999999999999998,0.013000000000000001,0.015,210.4,-0.012,0.126
Missouri,0.12833333333333333,0.04,0.07733333333333334,0.010666666666666666,224.5,0.11733333333333333,0.006999999999999999,-0.057,0.044000000000000004,0.019,208.8,0.012,0.285
N.C. State,0.057333333333333326,-0.0013333333333333346,0.06266666666666666,-0.004333333333333334,208.29999999999998,0.08533333333333333,-0.002,-0.03,0.028999999999999998,-0.001,204.1,0.009000000000000001,-0.126
Navy,-0.060666666666666674,0.049666666666666665,-0.09733333333333334,-0.012666666666666666,197.03333333333333,-0.022999999999999996,-0.165,-0.059000000000000004,-0.11599999999999999,0.01,187.1,-0.153,0.022000000000000002
Nebraska,0.17733333333333334,0.07833333333333332,0.08933333333333333,0.009666666666666665,233.66666666666666,0.14533333333333334,0.19899999999999998,0.142,0.077,-0.02,240.6,0.147,0.091
Nevada,0.021666666666666667,0.08366666666666667,-0.051333333333333335,-0.010666666666666666,216.70000000000002,0.017333333333333333,-0.053,0.071,-0.125,0.001,199.4,-0.024,-0.105
New Mexico,-0.3333333333333333,-0.1406666666666667,-0.15333333333333332,-0.03933333333333333,158.63333333333333,-0.2773333333333334,-0.217,-0.045,-0.161,-0.011000000000000001,178.2,-0.162,-0.23800000000000002
New Mexico State,-0.3146666666666667,-0.13266666666666668,-0.14400000000000002,-0.037666666666666675,161.83333333333334,-0.26066666666666666,-0.35600000000000004,-0.145,-0.161,-0.05,156.0,-0.287,-0.349
North Carolina,0.06566666666666666,0.05000000000000001,0.02766666666666667,-0.011999999999999999,211.23333333333335,0.07266666666666666,0.068,0.094,-0.035,0.009000000000000001,211.2,0.053,0.10099999999999999
North Texas,-0.19000000000000003,-0.08,-0.10366666666666667,-0.006666666666666667,177.4,-0.14566666666666664,-0.215,-0.078,-0.11900000000000001,-0.019,172.9,-0.139,0.049
Northern Illinois,0.08633333333333333,0.08066666666666666,-0.005333333333333333,0.010666666666666666,221.13333333333333,0.06333333333333334,0.11900000000000001,0.053,0.046,0.02,223.6,0.092,0.012
Northwestern,0.021333333333333333,0.047999999999999994,-0.043000000000000003,0.016333333333333335,201.1,0.046000000000000006,0.129,0.057999999999999996,0.034,0.037000000000000005,215.1,0.14300000000000002,0.02
Notre Dame,0.23233333333333328,0.09300000000000001,0.13266666666666665,0.006666666666666667,246.70000000000002,0.17533333333333334,0.27399999999999997,0.139,0.146,-0.011000000000000001,253.3,0.215,0.175
Ohio,-0.03933333333333333,-0.011999999999999999,-0.03966666666666667,0.011666666666666667,196.4333333333333,-0.049999999999999996,-0.045,-0.023,-0.036000000000000004,0.013000000000000001,191.9,-0.034,-0.20199999999999999
Ohio State,0.22066666666666665,0.07766666666666666,0.137,0.006000000000000001,241.1,0.17966666666666667,0.22899999999999998,0.124,0.113,-0.006999999999999999,234.3,0.21600000000000003,0.299
Oklahoma,0.27699999999999997,0.127,0.137,0.013,249.63333333333335,0.238,0.27,0.15,0.106,0.013999999999999999,246.3,0.243,0.247
Oklahoma State,0.29333333333333333,0.13833333333333334,0.129,0.026333333333333334,251.26666666666665,0.22666666666666666,0.253,0.128,0.1,0.025,241.3,0.185,0.3
Ole Miss,-0.023333333333333334,-0.02033333333333333,-0.0033333333333333344,0.0003333333333333333,203.80000000000004,-0.030000000000000002,0.096,0.063,0.057999999999999996,-0.025,229.2,0.068,0.161
Oregon,0.3286666666666666,0.14066666666666666,0.17333333333333334,0.015,261.3333333333333,0.27266666666666667,0.38299999999999995,0.159,0.203,0.022000000000000002,270.5,0.319,0.33299999999999996
Oregon State,0.03966666666666667,0.015,0.015666666666666666,0.009,214.76666666666665,0.046000000000000006,0.2,0.10099999999999999,0.096,0.003,234.3,0.182,0.085
Penn State,0.09333333333333334,-0.011999999999999999,0.10233333333333335,0.0026666666666666666,223.26666666666668,0.066,0.15,0.038,0.125,-0.013999999999999999,230.9,0.121,-0.001
Pittsburgh,0.08833333333333333,0.024000000000000004,0.05733333333333334,0.007333333333333333,213.63333333333333,0.10633333333333334,0.06,0.018000000000000002,0.037000000000000005,0.005,206.8,0.065,0.036000000000000004
Purdue,-0.08533333333333333,-0.07766666666666666,-0.014666666666666666,0.007000000000000002,192.66666666666666,-0.09133333333333332,-0.069,-0.064,-0.002,-0.003,197.4,-0.106,-0.273
Rice,-0.15,-0.07466666666666666,-0.09366666666666668,0.017666666666666667,182.46666666666667,-0.1366666666666667,-0.109,-0.057999999999999996,-0.077,0.025,189.2,-0.07400000000000001,-0.031
Rutgers,0.03833333333333334,-0.05933333333333333,0.08899999999999998,0.008333333333333333,199.5666666666667,0.06633333333333334,0.096,-0.054000000000000006,0.151,-0.001,215.3,0.1,-0.124
SMU,-0.018333333333333333,-0.024000000000000004,0.014666666666666668,-0.009333333333333334,209.53333333333333,-0.03766666666666666,-0.047,-0.068,0.008,0.012,200.5,-0.055999999999999994,-0.09699999999999999
San Diego State,0.05033333333333334,0.028666666666666663,0.022000000000000002,0.0,212.46666666666667,0.027000000000000007,0.075,0.012,0.052000000000000005,0.011000000000000001,217.4,0.052000000000000005,-0.11699999999999999
San Jose State,-0.072,-0.042333333333333334,-0.028666666666666663,-0.0006666666666666661,195.6,-0.06500000000000002,0.121,0.07400000000000001,0.04,0.008,229.6,0.087,-0.061
South Carolina,0.20466666666666666,0.08233333333333333,0.138,-0.015666666666666666,240.03333333333333,0.19266666666666668,0.237,0.07200000000000001,0.17300000000000001,-0.008,242.2,0.215,0.298
South Florida,0.03366666666666667,-0.0036666666666666666,0.042,-0.004,206.76666666666665,0.04966666666666667,-0.062,-0.016,-0.033,-0.013000000000000001,197.0,-0.047,-0.17300000000000001
Southern Miss,-0.021666666666666657,-0.035,0.003999999999999995,0.009,203.4333333333333,-0.014000000000000007,-0.23399999999999999,-0.12300000000000001,-0.09300000000000001,-0.019,171.8,-0.18100000000000002,-0.32799999999999996
Stanford,0.291,0.135,0.14333333333333334,0.012333333333333335,251.5666666666667,0.25,0.256,0.06,0.171,0.025,238.0,0.23399999999999999,0.4
Syracuse,0.014999999999999998,0.010333333333333332,0.016666666666666666,-0.011666666666666667,200.29999999999998,0.065,0.102,0.09,0.021,-0.008,212.2,0.132,-0.062
TCU,0.21066666666666667,0.07166666666666667,0.12433333333333334,0.014666666666666666,241.66666666666666,0.17133333333333334,0.12300000000000001,-0.026000000000000002,0.146,0.003,222.1,0.142,0.071
Temple,-0.01100000000000001,-0.012666666666666668,-0.016333333333333335,0.018,205.19999999999996,-0.015333333333333332,-0.1,-0.034,-0.09,0.024,183.7,-0.091,-0.161
Tennessee,0.014,0.025666666666666667,0.0,-0.011000000000000001,211.4333333333333,0.0006666666666666661,0.008,0.07400000000000001,-0.064,-0.001,212.3,0.001,-0.052000000000000005
Texas,0.09466666666666666,-0.009999999999999997,0.09366666666666666,0.011000000000000001,217.63333333333333,0.083,0.156,0.095,0.045,0.016,220.6,0.17300000000000001,0.12
Texas A&M,0.2496666666666667,0.13266666666666668,0.11766666666666666,-0.0006666666666666666,247.26666666666668,0.19499999999999998,0.35100000000000003,0.231,0.13,-0.01,263.6,0.295,0.212
Texas Tech,-0.001999999999999995,0.05566666666666667,-0.053666666666666675,-0.004,206.1,-0.006666666666666667,0.069,0.079,-0.011000000000000001,0.001,214.5,0.057999999999999996,0.08
Toledo,-0.0030000000000000074,0.01466666666666667,-0.014333333333333332,-0.002999999999999998,208.13333333333333,-0.005666666666666663,0.023,0.013000000000000001,-0.008,0.018000000000000002,201.2,0.02,-0.002
Troy,-0.09133333333333334,-0.01933333333333333,-0.06699999999999999,-0.005333333333333333,191.13333333333335,-0.09066666666666667,-0.07400000000000001,0.018000000000000002,-0.087,-0.006,197.5,-0.063,-0.207
Tulane,-0.22766666666666668,-0.11066666666666668,-0.08833333333333333,-0.028333333333333332,170.29999999999998,-0.18599999999999997,-0.207,-0.11599999999999999,-0.098,0.006999999999999999,173.3,-0.19699999999999998,-0.037000000000000005
Tulsa,0.06533333333333334,0.029333333333333333,0.027,0.009,219.33333333333334,0.04,0.087,0.001,0.08900000000000001,-0.003,219.4,0.08,-0.135
UAB,-0.156,-0.038,-0.109,-0.009333333333333334,182.20000000000002,-0.151,-0.15,-0.066,-0.09699999999999999,0.013000000000000001,183.3,-0.165,-0.28800000000000003
UCLA,-0.026333333333333344,-0.0026666666666666644,-0.023000000000000003,-0.00033333333333333245,203.23333333333335,-0.02366666666666667,0.11199999999999999,0.052000000000000005,0.063,-0.003,217.3,0.11599999999999999,0.278
UL-Lafayette,-0.08066666666666668,-0.011666666666666667,-0.057666666666666665,-0.011000000000000001,193.16666666666666,-0.08700000000000001,0.004,0.049,-0.046,0.002,210.3,-0.052000000000000005,-0.098
UL-Monroe,-0.10366666666666667,-0.037,-0.041666666666666664,-0.024666666666666667,187.26666666666665,-0.08133333333333333,-0.066,0.011000000000000001,-0.073,-0.004,193.4,-0.033,-0.23399999999999999
UNLV,-0.26433333333333336,-0.128,-0.131,-0.005,165.5,-0.24766666666666662,-0.177,-0.077,-0.094,-0.006999999999999999,177.0,-0.156,-0.153
USC,0.155,0.08833333333333333,0.04800000000000001,0.018333333333333337,228.0,0.14633333333333334,0.142,0.064,0.06,0.018000000000000002,227.2,0.122,0.29
UTEP,-0.15366666666666665,-0.050333333333333334,-0.11933333333333333,0.016,181.0333333333333,-0.13033333333333333,-0.156,-0.087,-0.087,0.018000000000000002,177.8,-0.105,-0.32799999999999996
Utah,0.03,-0.05333333333333334,0.06666666666666667,0.017333333333333336,211.63333333333333,0.026666666666666672,-0.038,-0.061,0.006999999999999999,0.017,193.4,0.011000000000000001,0.139
Utah State,0.007999999999999998,0.014,0.011333333333333329,-0.017333333333333336,213.16666666666666,-0.01366666666666666,0.201,0.033,0.155,0.013000000000000001,247.2,0.139,0.13699999999999998
Vanderbilt,-0.008333333333333331,-0.043666666666666666,0.025000000000000005,0.010333333333333333,201.0666666666667,-0.009000000000000003,0.061,-0.025,0.052000000000000005,0.034,209.4,0.065,0.059000000000000004
Virginia,-0.057333333333333326,-0.028333333333333332,-0.0036666666666666653,-0.02566666666666667,195.03333333333333,-0.043000000000000003,-0.08800000000000001,-0.061,0.02,-0.048,195.1,-0.065,-0.077
Virginia Tech,0.15633333333333335,0.05099999999999999,0.09400000000000001,0.011666666666666667,229.16666666666666,0.13799999999999998,0.076,-0.032,0.10800000000000001,0.0,216.3,0.048,0.171
Wake Forest,-0.12566666666666668,-0.057999999999999996,-0.05000000000000001,-0.018,182.5,-0.09933333333333334,-0.191,-0.11699999999999999,-0.042,-0.032,174.9,-0.152,-0.085
Washington,-0.011333333333333334,0.02266666666666667,-0.030666666666666672,-0.003000000000000001,204.13333333333333,-0.0003333333333333348,0.018000000000000002,-0.013000000000000001,0.048,-0.017,206.2,0.028999999999999998,0.263
Washington State,-0.16666666666666666,-0.059666666666666666,-0.09433333333333334,-0.012333333333333335,179.0,-0.11633333333333333,-0.166,-0.106,-0.039,-0.021,180.0,-0.134,0.037000000000000005
West Virginia,0.14233333333333334,0.09433333333333334,0.06033333333333334,-0.013333333333333334,226.9,0.13533333333333333,0.066,0.11,-0.024,-0.021,217.2,0.046,-0.066
Western Kentucky,-0.11333333333333333,-0.06166666666666667,-0.044333333333333336,-0.007000000000000002,184.10000000000002,-0.07233333333333333,-0.047,-0.040999999999999995,-0.003,-0.002,198.9,-0.03,-0.067
Western Michigan,-0.043666666666666666,0.003333333333333329,-0.05833333333333334,0.012000000000000002,198.79999999999998,-0.03466666666666666,-0.102,-0.021,-0.057999999999999996,-0.022000000000000002,187.8,-0.086,-0.315
Wisconsin,0.24766666666666667,0.16366666666666665,0.076,0.007666666666666666,245.73333333333335,0.20966666666666667,0.204,0.07400000000000001,0.133,-0.003,237.3,0.183,0.262
Wyoming,-0.19499999999999998,-0.055333333333333325,-0.11833333333333333,-0.021666666666666667,179.5666666666667,-0.159,-0.171,-0.01,-0.125,-0.036000000000000004,182.7,-0.122,-0.19899999999999998
Air Force,0.05566666666666667,0.026333333333333334,0.03,-0.0010000000000000002,216.79999999999998,0.02133333333333334,-0.026000000000000002,0.061,-0.07200000000000001,-0.016,202.8,-0.073,-0.174
Akron,-0.29933333333333334,-0.16566666666666666,-0.11033333333333334,-0.02366666666666667,157.33333333333334,-0.22566666666666668,-0.354,-0.21,-0.122,-0.022000000000000002,146.0,-0.27399999999999997,-0.203
Alabama,0.442,0.18599999999999997,0.24566666666666667,0.01,296.76666666666665,0.3096666666666667,0.539,0.172,0.371,-0.004,333.0,0.306,0.506
Arizona,0.036333333333333336,0.050333333333333334,-0.0023333333333333353,-0.012000000000000002,215.63333333333335,0.042666666666666665,-0.08199999999999999,0.063,-0.115,-0.03,201.4,-0.045,0.098
Arizona State,0.042666666666666665,-0.0026666666666666644,0.04466666666666667,0.0006666666666666661,211.86666666666667,0.051,0.055999999999999994,0.053,-0.009000000000000001,0.012,210.0,0.06,0.09
Arkansas,0.20966666666666667,0.13499999999999998,0.06233333333333333,0.011666666666666667,238.1,0.18366666666666667,0.19899999999999998,0.141,0.035,0.022000000000000002,234.6,0.17600000000000002,0.004
Arkansas State,-0.077,-0.057999999999999996,-0.023000000000000003,0.003666666666666667,196.23333333333335,-0.075,-0.012,-0.036000000000000004,0.013999999999999999,0.01,214.1,-0.038,0.051
Army,-0.14233333333333334,-0.082,-0.042666666666666665,-0.01733333333333333,182.86666666666665,-0.10433333333333333,-0.16399999999999998,-0.049,-0.07400000000000001,-0.040999999999999995,187.1,-0.171,-0.188
Auburn,0.15,0.115,0.024999999999999998,0.009666666666666669,227.9333333333333,0.14933333333333332,-0.013000000000000001,0.033,-0.083,0.036000000000000004,201.5,-0.011000000000000001,-0.18600000000000003
BYU,0.07733333333333334,0.01466666666666667,0.053,0.009666666666666667,224.0,0.042,0.07200000000000001,0.004,0.051,0.017,219.9,0.048,0.175
Ball State,-0.19533333333333333,-0.08933333333333333,-0.11333333333333333,0.007333333333333334,171.06666666666663,-0.147,-0.146,-0.027999999999999997,-0.127,0.008,186.6,-0.128,-0.005
Baylor,-0.010333333333333333,0.07300000000000002,-0.060000000000000005,-0.023333333333333334,209.76666666666665,-0.012666666666666665,0.135,0.24100000000000002,-0.08,-0.027000000000000003,227.3,0.111,0.125
Boise State,0.336,0.122,0.18933333333333335,0.024333333333333332,281.93333333333334,0.20199999999999999,0.33,0.127,0.162,0.040999999999999995,272.0,0.213,0.184
Boston College,0.027999999999999997,-0.06599999999999999,0.09200000000000001,0.0026666666666666666,205.4333333333333,0.045000000000000005,-0.064,-0.091,0.023,0.005,186.4,-0.006,-0.111
Bowling Green,-0.10333333333333333,-0.03933333333333334,-0.07033333333333333,0.006000000000000001,192.70000000000002,-0.10433333333333333,-0.081,-0.03,-0.059000000000000004,0.006999999999999999,197.5,-0.092,-0.042
Buffalo,-0.1603333333333333,-0.08,-0.05666666666666667,-0.024000000000000004,181.96666666666667,-0.12633333333333333,-0.18899999999999997,-0.062,-0.10099999999999999,-0.026000000000000002,180.4,-0.149,-0.153
California,-0.0036666666666666675,-0.012333333333333337,0.014666666666666666,-0.005333333333333333,211.13333333333333,-0.003000000000000005,0.062,-0.004,0.063,0.003,219.9,0.038,-0.07
Central Florida,0.023000000000000003,-0.021333333333333333,0.029333333333333336,0.014666666666666668,211.03333333333333,0.011666666666666667,0.022000000000000002,0.005,0.017,-0.001,213.0,0.001,0.106
Central Michigan,-0.06300000000000001,-0.01,-0.04299999999999999,-0.009666666666666669,195.83333333333334,-0.03366666666666667,-0.162,-0.037000000000000005,-0.11199999999999999,-0.012,178.6,-0.129,-0.157
Cincinnati,0.11199999999999999,0.10233333333333335,0.0016666666666666663,0.008333333333333333,218.6,0.10733333333333335,0.141,0.076,0.047,0.018000000000000002,215.8,0.134,0.14400000000000002
Clemson,0.14733333333333332,0.05499999999999999,0.07166666666666666,0.021333333333333333,220.29999999999998,0.13666666666666666,0.102,0.09,0.002,0.011000000000000001,211.9,0.091,0.184
Colorado,-0.122,-0.052333333333333336,-0.050666666666666665,-0.018333333333333337,189.9333333333333,-0.11033333333333334,-0.22699999999999998,-0.059000000000000004,-0.131,-0.036000000000000004,179.5,-0.179,-0.36
Colorado State,-0.20966666666666667,-0.06933333333333333,-0.12133333333333333,-0.019,180.0,-0.19600000000000004,-0.222,-0.11900000000000001,-0.092,-0.011000000000000001,170.5,-0.158,-0.247
Connecticut,0.038,-0.009666666666666665,0.02633333333333333,0.021,206.19999999999996,0.07233333333333335,0.013999999999999999,-0.078,0.077,0.013999999999999999,199.7,0.042,0.0
Duke,-0.07033333333333334,-0.008333333333333333,-0.07300000000000001,0.011000000000000001,189.73333333333335,-0.043000000000000003,-0.076,0.013000000000000001,-0.099,0.01,187.4,-0.037000000000000005,-0.083
East Carolina,-0.024000000000000004,0.006999999999999999,-0.03933333333333334,0.008666666666666668,204.5,-0.042666666666666665,-0.094,-0.045,-0.034,-0.013999999999999999,196.8,-0.106,-0.11800000000000001
Eastern Michigan,-0.25733333333333336,-0.09533333333333333,-0.13933333333333334,-0.02266666666666667,167.33333333333334,-0.20566666666666666,-0.16899999999999998,-0.105,-0.062,-0.002,179.6,-0.14400000000000002,-0.20600000000000002
Florida,0.20033333333333334,0.04933333333333333,0.124,0.026666666666666672,243.69999999999996,0.14533333333333331,0.095,-0.002,0.06,0.036000000000000004,223.2,0.059000000000000004,0.342
Florida Atlantic,-0.19999999999999998,-0.08300000000000002,-0.09533333333333334,-0.022333333333333334,175.73333333333335,-0.19166666666666665,-0.32799999999999996,-0.21600000000000003,-0.073,-0.039,153.5,-0.235,-0.218
Florida International,-0.09333333333333334,-0.07433333333333332,-0.031,0.011333333333333334,186.6,-0.071,-0.027999999999999997,-0.078,0.027999999999999997,0.021,200.9,-0.026000000000000002,-0.11699999999999999
Florida State,0.17400000000000002,0.09066666666666667,0.05066666666666667,0.032,233.13333333333335,0.165,0.242,0.018000000000000002,0.184,0.039,246.8,0.18,0.295
Fresno State,-0.07833333333333334,0.008333333333333333,-0.09033333333333333,0.0036666666666666653,200.70000000000002,-0.083,-0.128,0.027000000000000003,-0.13,-0.025,189.1,-0.079,0.11599999999999999
Georgia,0.14733333333333332,0.06,0.07433333333333333,0.012666666666666668,230.66666666666666,0.12166666666666666,0.228,0.068,0.165,-0.005,251.2,0.152,0.29100000000000004
Georgia Tech,0.06933333333333334,0.09466666666666668,-0.017333333333333333,-0.007666666666666666,212.9333333333333,0.10466666666666667,0.068,0.12,-0.027999999999999997,-0.024,216.1,0.06,0.061
Hawaii,-0.08266666666666667,-0.006333333333333337,-0.075,-0.001333333333333333,205.19999999999996,-0.10333333333333333,-0.113,-0.025,-0.10099999999999999,0.013000000000000001,191.3,-0.078,-0.254
Houston,0.09500000000000001,0.14266666666666666,-0.04633333333333334,-0.0013333333333333333,222.83333333333334,0.05566666666666666,0.17800000000000002,0.184,0.0,-0.006,237.9,0.141,-0.08199999999999999
Idaho,-0.16566666666666666,-0.05066666666666666,-0.10833333333333335,-0.006333333333333333,182.0,-0.165,-0.263,-0.177,-0.079,-0.006999999999999999,166.1,-0.174,-0.254
Illinois,-0.003333333333333332,-0.05133333333333334,0.062,-0.013999999999999999,208.80000000000004,0.008333333333333331,0.02,-0.11800000000000001,0.166,-0.027999999999999997,219.0,0.004,-0.193
Indiana,-0.14733333333333334,-0.02366666666666667,-0.10866666666666665,-0.014666666666666666,178.4333333333333,-0.10699999999999998,-0.215,-0.039,-0.162,-0.013000000000000001,167.8,-0.16699999999999998,-0.065
Iowa,0.16033333333333333,0.051333333333333335,0.09866666666666667,0.010333333333333333,228.9,0.15666666666666665,0.053,0.034,0.017,0.002,207.1,0.085,-0.06
Iowa State,-0.07333333333333335,-0.03133333333333333,-0.04866666666666667,0.007,192.86666666666667,-0.04666666666666666,-0.036000000000000004,-0.067,0.032,-0.001,191.5,0.006,0.022000000000000002
Kansas,-0.14533333333333331,-0.056000000000000015,-0.074,-0.016,183.16666666666666,-0.14066666666666663,-0.23600000000000002,-0.08800000000000001,-0.115,-0.034,172.9,-0.21899999999999997,-0.18
Kansas State,0.021333333333333333,0.009,-0.008333333333333333,0.02033333333333334,200.76666666666665,0.053333333333333344,0.122,0.03,0.078,0.013000000000000001,206.6,0.163,0.26899999999999996
Kent State,-0.15666666666666665,-0.15366666666666665,0.004666666666666666,-0.008,182.26666666666665,-0.127,-0.124,-0.207,0.077,0.005,192.1,-0.155,0.062
Kentucky,-0.023666666666666666,-0.026000000000000006,-0.007333333333333333,0.009666666666666667,198.1,0.006333333333333337,-0.109,-0.135,0.025,0.001,187.2,-0.086,-0.21
LSU,0.27166666666666667,0.07533333333333334,0.16066666666666665,0.036,249.26666666666665,0.24333333333333332,0.46799999999999997,0.16,0.278,0.031,297.5,0.318,0.259
Louisiana Tech,-0.038,-0.05466666666666666,0.0019999999999999987,0.015333333333333332,200.83333333333334,-0.03733333333333333,0.049,-0.044000000000000004,0.081,0.013000000000000001,214.0,0.068,0.054000000000000006
Louisville,-0.01133333333333334,-0.008666666666666665,-0.009,0.006666666666666665,197.0,0.04066666666666666,0.053,0.009000000000000001,0.033,0.012,200.8,0.111,0.13699999999999998
Marshall,-0.10799999999999998,-0.06899999999999999,-0.026,-0.012666666666666666,193.4333333333333,-0.10566666666666667,-0.106,-0.08199999999999999,-0.018000000000000002,-0.006,192.4,-0.081,-0.087
Maryland,-0.042,-0.03666666666666667,0.001666666666666665,-0.007333333333333334,195.9,0.006000000000000003,-0.129,-0.036000000000000004,-0.068,-0.025,183.8,-0.073,-0.109
Memphis,-0.29366666666666663,-0.13666666666666666,-0.13333333333333333,-0.02366666666666667,161.0,-0.24,-0.359,-0.201,-0.141,-0.017,146.4,-0.245,-0.157
Miami,0.15033333333333335,0.08866666666666667,0.05199999999999999,0.009666666666666667,223.29999999999998,0.15533333333333332,0.105,0.13,-0.038,0.013000000000000001,213.1,0.121,-0.013000000000000001
Miami (Ohio),-0.15966666666666665,-0.08733333333333333,-0.042333333333333334,-0.030333333333333334,186.6,-0.13599999999999998,-0.083,-0.045,-0.009000000000000001,-0.03,199.0,-0.055,-0.17600000000000002
Michigan,0.09966666666666668,0.09366666666666666,0.010333333333333333,-0.004333333333333333,222.5666666666667,0.07133333333333333,0.264,0.151,0.107,0.006,246.9,0.20199999999999999,0.193
Michigan State,0.14666666666666667,0.05933333333333333,0.074,0.013333333333333334,228.13333333333333,0.113,0.23800000000000002,0.040999999999999995,0.179,0.018000000000000002,245.3,0.187,0.207
Middle Tennessee,-0.15366666666666665,-0.10633333333333334,-0.04,-0.007,181.6,-0.13566666666666666,-0.295,-0.122,-0.149,-0.024,161.4,-0.24,-0.16
Minnesota,-0.10166666666666667,-0.030666666666666665,-0.06699999999999999,-0.0036666666666666653,186.70000000000002,-0.061333333333333344,-0.153,-0.055,-0.109,0.011000000000000001,185.3,-0.162,-0.075
Mississippi State,0.05433333333333334,-0.015333333333333332,0.06133333333333333,0.008333333333333333,212.63333333333333,0.077,0.044000000000000004,-0.039,0.073,0.01,213.1,0.046,-0.001
Missouri,0.1366666666666667,0.07466666666666666,0.057666666666666665,0.004666666666666667,226.86666666666667,0.11333333333333333,0.145,0.085,0.055999999999999994,0.004,223.4,0.15,0.006999999999999999
N.C. State,0.044333333333333336,0.023666666666666666,0.03766666666666667,-0.017333333333333336,206.20000000000002,0.07933333333333333,0.002,-0.032,0.051,-0.017,193.8,0.038,-0.002
Navy,0.029,0.08766666666666667,-0.043000000000000003,-0.015333333333333332,207.20000000000002,0.05933333333333333,-0.038,0.122,-0.141,-0.019,199.6,-0.018000000000000002,-0.165
Nebraska,0.19600000000000004,0.03233333333333333,0.13633333333333333,0.027333333333333334,240.13333333333333,0.14966666666666664,0.13,0.057999999999999996,0.051,0.021,226.1,0.11,0.19899999999999998
Nevada,0.0020000000000000018,0.06533333333333334,-0.05066666666666667,-0.012666666666666666,217.60000000000002,-0.014333333333333337,-0.009000000000000001,0.046,-0.02,-0.035,220.3,-0.031,-0.053
New Mexico,-0.3443333333333333,-0.164,-0.13599999999999998,-0.044333333333333336,155.66666666666666,-0.29266666666666663,-0.444,-0.201,-0.177,-0.066,145.0,-0.381,-0.217
New Mexico State,-0.30366666666666664,-0.15333333333333332,-0.12833333333333333,-0.021666666666666667,159.66666666666666,-0.26899999999999996,-0.225,-0.07400000000000001,-0.115,-0.036000000000000004,177.5,-0.19,-0.35600000000000004
North Carolina,0.08033333333333333,0.009666666666666669,0.09033333333333333,-0.019666666666666666,213.79999999999998,0.11466666666666665,0.059000000000000004,0.022000000000000002,0.052000000000000005,-0.015,208.5,0.063,0.068
North Texas,-0.17133333333333334,-0.06333333333333332,-0.10133333333333333,-0.007,181.36666666666665,-0.15666666666666665,-0.233,-0.11599999999999999,-0.121,0.004,179.6,-0.207,-0.215
Northern Illinois,0.02566666666666666,0.051666666666666666,-0.03766666666666666,0.011000000000000001,209.86666666666667,0.028,0.043,0.111,-0.064,-0.004,216.8,0.024,0.11900000000000001
Northwestern,-0.011666666666666667,0.037,-0.04700000000000001,-0.001666666666666667,198.20000000000002,0.013999999999999999,-0.001,0.086,-0.084,-0.003,200.3,0.03,0.129
Notre Dame,0.19099999999999998,0.09566666666666668,0.08633333333333333,0.009000000000000001,239.03333333333333,0.14100000000000001,0.235,0.08800000000000001,0.142,0.005,248.8,0.171,0.27399999999999997
Ohio,-0.04566666666666667,-0.024666666666666667,-0.035,0.013666666666666667,194.76666666666665,-0.04133333333333333,0.011000000000000001,0.015,-0.016,0.011000000000000001,205.0,0.012,-0.045
Ohio State,0.237,0.06833333333333334,0.155,0.013333333333333334,246.9,0.18733333333333335,0.094,-0.015,0.096,0.012,217.2,0.08900000000000001,0.22899999999999998
